combination,speed [images/second],repeatability: mean [%],repeatability std,total number of matches,number of possible correct matches,total number of correct matches,ratio correct/total matches,ratio correct/possible correct matches, keypoint size: mean [pixels],size std,size normalized std,size min,size max,size unique count,size correct: avg,keypoint size correct/all ratio,total number of keypoints,correct matches per sequence: mean,correct matches per sequence: std,distance correct/all ratio,response correct/all ratio,distinctiveness all: avg,distinctiveness correct: avg,distinctiveness correct/all ratio,match rank: avg,match rank: std,match rank correct: avg,match rank correct: std,ratio rank >25 / all,ratio rank >25 correct / rank >25,Matching distance mAP [%],Matching average response mAP [%],Matching distinctiveness mAP [%],Verification distance AP [%],Verification average response AP [%],Verification distinctiveness AP [%],Retrieval distance mAP [%],Retrieval average response mAP [%],Retrieval distinctiveness mAP [%],distance-to-distinctiveness correlation,distance-to-average response correlation
GFTT+FREAK,0,0.2853495652173913,0.2199523772068431,264695,82038,51407,0.19421220650182286,0.6266242473000317,3.0,0.0,0.0,3.0,3.0,1,3.0,1.0,343355,447.0173913043478,373.7976663245993,0.5752413450737109,1.0185560289968079,0.32138924144257636,0.7639699385209991,2.3770862244544055,4.00402727667693,8.329285387004868,0.17520960180520162,1.2517685438048576,0.04354067889457678,0.0006030307156612912,0.5661504915789791,0.2697274437887349,0.613888650202994,0.5911970373847412,0.08480087366024733,0.6509555102936114,0.9075459357121645,0.7053684741241539,0.9149985896084306,0.614490230389621,0.0008000745760023922
KAZE+BRISK,0,0.41808695326965106,0.19862235213444837,252328,115955,64952,0.2574109888716274,0.5601483334052003,11.48175761657705,7.085548126202642,0.6171135433108882,3.2326639890670776,39.32971382141113,248735,11.487446086776933,1.0004954354890465,333681,564.8,317.72934065497236,0.6070031513765763,1.0228569565149532,0.3080687828178237,0.7235847596766971,2.348776637016768,4.134404425985226,8.32446920515331,0.2514164305949009,1.604963518719895,0.043384008116419896,0.0009545510530853553,0.7345131653803285,0.32381863024543894,0.7880354182247196,0.6353451916410706,0.07260657629515861,0.6629376546481524,0.9293014581534058,0.6552910925999096,0.9461774348283324,0.635350756721253,0.034223189787347306
KAZE+KAZE,0,0.41781500682240924,0.19863687168341512,249873,116086,72412,0.28979521596971264,0.6237789225229571,11.540308613146138,7.099569839664625,0.6151975720629475,3.2326639890670776,39.25209999084473,246256,10.115534458324435,0.8765393368077979,334199,629.6695652173913,306.3346769321347,0.5556819211809645,1.0307960850129532,0.02030406087061523,0.020627162359192663,1.0159131461748638,4.819060082521921,9.466072337181576,0.15863392807821908,1.30103263193293,0.05909401976203912,0.0006076340937966083,0.8202950464259774,0.3543906940364505,0.7778162286385956,0.7561467838288282,0.08847671850671808,0.6485481814477548,0.9649660097353226,0.7247830319518762,0.9472448605404199,0.7856964294693667,-0.053583015675659595
KAZE+ORB,0,0.4194436076273312,0.1985883850055047,252178,115374,73404,0.29108011008097456,0.6362265328410214,11.766650568316322,7.2070877878212105,0.6125012165507406,3.225247383117676,39.55173110961914,248655,11.345884690945184,0.9642408113567916,331874,638.295652173913,351.0494818066943,0.5597475432086083,1.0504424740482385,0.2090308942929348,0.4785437861523305,2.289344777340433,3.9561024355812164,8.196160188005528,0.22147294425371913,1.3849465213501893,0.041974319726542364,0.0006130456105934281,0.6752362178415613,0.3716044565680107,0.7605359184996987,0.5882298265326511,0.09118427923083318,0.6920961910734321,0.9019243886320256,0.7633577708650741,0.9299487517185875,0.5655052992871995,-0.014026259708235825
KAZE+SIFT,0,0.41781500682240924,0.19863687168341512,251610,116086,99610,0.3958904654028059,0.8580707406577882,11.646360822703443,7.3733513836039615,0.633103464322549,3.2326639890670776,39.44748497009277,247709,11.510673137929901,0.9883493490508184,334199,866.1739130434783,367.16912963136394,0.5731904447521592,1.088337177429063,0.5389784390067859,0.934105811980881,1.7331042289970349,3.870382735185406,8.556930265620677,0.09263126192149383,0.8748989434737825,0.04548308890743611,0.00028109627547435,0.865590159214647,0.507495651472804,0.8687012168181505,0.8234315824870728,0.13182011806333752,0.7981490029286125,0.9828232840484216,0.9366545132086288,0.9801618223698705,0.6177536339564317,-0.027439846519778953
KAZE+BRIEF,0,0.4194512883773028,0.19836413689517482,251943,115567,70870,0.2812937847052706,0.6132373428400841,11.75532720148416,7.141140112284035,0.607481186179355,3.2326639890670776,39.32971382141113,248399,11.076037340374782,0.9422142957429874,332226,616.2608695652174,347.99058175552426,0.5243976709017019,1.0470603792536237,0.19979906114916182,0.44226338106697866,2.2135408370953398,3.875356727513763,8.048467063738359,0.24575984196415973,1.3789862025046966,0.04019956895011967,0.0005644137152532807,0.6752110901143412,0.3530921219390882,0.720651487685086,0.6475152915181062,0.08716503799282985,0.623470762426761,0.9091760731046147,0.7488892780380222,0.9258584833973396,0.5920854708209281,-0.014449567123708307
KAZE+DAISY,0,0.41781500682240924,0.19863687168341512,234400,116086,72631,0.30985921501706487,0.6256654549213514,11.678767327694763,7.569384249766784,0.6481321219420921,3.225247383117676,39.55173110961914,230747,11.093302619982296,0.9498693062987813,334199,631.5739130434782,354.23023858525454,0.5773028873553437,1.0545750365983035,0.020102833853262062,0.0201856245255671,1.0041183582826858,4.924121160409556,9.662294865113852,0.39867274304360395,2.3064024190094523,0.061437713310580205,0.0023268301413996778,0.6806079792239175,0.3804665623910616,0.6897709983186833,0.5354209490471482,0.09504959924402887,0.4492961715227531,0.9187577882748073,0.8366605917090606,0.9520160407171251,0.5290388324336427,-0.1354075850444226
KAZE+FREAK,0,0.41819618062513053,0.19987352678772538,246679,114898,65729,0.26645559613911196,0.5720639175616634,10.983647416226663,6.769883250133079,0.6163602120122328,3.2326639890670776,39.32971382141113,243074,11.22421429441238,1.0219022760900278,331236,571.5565217391304,310.3268456855112,0.6028948247165188,1.0330801849873141,0.23772603281627921,0.555218867734371,2.335540879376296,4.250260459949976,8.55961924357441,0.265590530815926,1.7075355925448488,0.04705305275276777,0.001186690806189049,0.7092238281815165,0.3350304846002636,0.7601747157729654,0.6071237550665624,0.0775539949048881,0.5520705259771,0.9217542207712499,0.6804795952873898,0.9336389236986566,0.5067318916682455,0.0601161520620137
MSER+BRISK,0,0.27665522936578085,0.13294360308030279,232814,66620,32154,0.13811025110173786,0.4826478534974482,20.269386641003194,11.411109889155261,0.5629726291801838,1.500690758228302,247.10041427612305,229784,22.042149367841937,1.0874601071180219,295887,279.6,178.69686744535454,0.6093996884721515,0.0,0.2690131527713147,0.7265921074262344,2.700953837911051,3.881660896681471,7.537058882982792,0.28235989301486597,1.5126249664366431,0.03353750204025531,0.0006842072525968775,0.6426565599318389,0.1433952703751349,0.6642667064172527,0.5276082489757115,0.05705311596506365,0.5825317602328873,0.8586620027796255,0.5002406773405056,0.8777767891591864,0.6413942421074449,0.4111201762757521
MSER+ORB,0,0.28146550818917376,0.13292661095960992,231184,67943,32053,0.13864713821025676,0.47176309553596396,22.345113561762947,14.306218462946227,0.6402392372454571,1.497372567653656,308.6094055175781,228359,20.144850164548664,0.901532682251417,297548,278.7217391304348,194.22217434080764,0.5914638276354004,0.0,0.13676045121907646,0.41057911866430546,3.002177274236973,4.7291075506955496,8.446520287588202,0.43970923158518704,1.9580884352081855,0.045907156204581634,0.001310329766324525,0.49769108422506303,0.14623868553232514,0.5984521585501577,0.37734853889845615,0.05593211484353427,0.5282736282973726,0.7469092994894919,0.4956099522820686,0.8236019120575403,0.5864909941346779,0.4393253860383702
MSER+SIFT,0,0.27340518510967293,0.13421241156925362,218723,69021,56756,0.2594880282366281,0.8223004592805089,22.862187328644403,16.87497393418906,0.738117210379347,1.5025712251663208,341.4043502807617,215914,23.74804340488408,1.0387476518981091,309559,493.5304347826087,257.98716927108336,0.5737233472500535,0.0,0.3435048254846353,0.7576864878259045,2.2057520931675976,6.776616999583949,11.277625833386335,0.3643667629854112,2.0409978612780884,0.0941236175436511,0.0016738318415674114,0.7587305295854745,0.26170567167494496,0.6893168874820131,0.7032591783286684,0.09967954540500083,0.5695720566248653,0.9662120811610844,0.8868551584615093,0.974879065966669,0.3749493243729146,0.5121179121127147
MSER+BRIEF,0,0.2807194177064479,0.13290495783621453,232077,68202,37415,0.1612180440112549,0.5485909504120113,22.3404831408878,14.429699676337629,0.64589917708307,1.4835934042930603,277.9753212928772,229157,20.54881889103059,0.9198019022884026,298849,325.3478260869565,212.46204954126304,0.5743058739672324,0.0,0.1487976042203667,0.40677357532308484,2.7337373975501658,4.322720476393611,8.121817229594194,0.3912869170118936,1.7669025615936305,0.041270785127349975,0.0010156354403314178,0.5793109822496052,0.16875148480088442,0.6145440040101263,0.5176915953262846,0.06587621743297153,0.5359098321883295,0.8341080168549743,0.5843156453526761,0.8690432861284442,0.624559624391492,0.43627848975870204
MSER+DAISY,0,0.2734231172337939,0.13404357641225662,205364,69061,36610,0.17826882997993806,0.5301110612357192,22.17056000830879,14.548462474814748,0.6562063596662632,1.485873818397522,304.3230972290039,202718,21.47812766203689,0.9687679361273509,309594,318.3478260869565,204.95140647727507,0.6917549428589062,0.0,0.020046985997211737,0.02011550057363801,1.0034176996200728,6.7015104886932475,11.046148773051119,0.8318765364654466,3.586600606183371,0.08905163514540036,0.006446326140398798,0.3939725697866745,0.17677036038981658,0.570113184376937,0.13813803736331107,0.06415730255464114,0.20688232978227974,0.7476145907906631,0.6533680586207893,0.8965725117663352,0.18695849787565127,0.41465674228813854
MSER+FREAK,0,0.27508334273211416,0.13374159777292907,217846,63324,34760,0.15956225957786693,0.5489229991788264,18.705270352717953,9.162218996923768,0.48982018565652324,1.4970753192901611,260.04897117614746,214860,20.319547677580246,1.0863006679092309,283452,302.2608695652174,200.12579030966984,0.5923519281286226,0.0,0.25305750694657875,0.656074587367632,2.592590890837044,4.342769662972926,8.247004477371991,0.3477560414269275,1.857358123626812,0.042318885818422185,0.0013233601841196778,0.631066403828894,0.1635363016589915,0.6384119606710192,0.5127092365521585,0.06555785123966942,0.5296613038267864,0.8642269565312829,0.5713028623391209,0.8717768432005626,0.5028775310908927,0.41006786471553125
ORB+BRISK,0,0.484713928667649,0.2113526524513704,232022,121395,81772,0.3524320969563231,0.6736027019234729,51.8953094080848,18.03248973314752,0.3474782198781578,31.0,111.0786361694336,36,53.579558699376975,1.032454749966859,299751,711.0608695652174,344.46809120746354,0.615909520526027,1.000320830735816,0.3239240958345411,0.664619611739935,2.05177577181359,4.221849652188155,8.345855914186151,0.538827471506139,2.3730902922807893,0.04371568213359078,0.002347991977694076,0.8697130175297253,0.39556029653337094,0.819327323371397,0.7877101101872576,0.09830425216673241,0.6980433914975455,0.893320523781702,0.5659108919526997,0.9024408480843122,0.6581406379500346,0.05039747109829854
ORB+ORB,0,0.49094727185857623,0.2100743486626087,271819,140989,82420,0.3032164786126062,0.5845846129839917,53.91114958902687,18.739252649326264,0.3475951225707209,31.0,111.0786361694336,36,55.870860068180754,1.0363507455154095,344299,716.695652173913,372.9204874783583,0.6249478056309296,0.9849271771294373,0.2060247836965094,0.4795463032637675,2.327614642567356,3.661631453283251,7.627112252563949,0.3877335598155787,2.026223970734696,0.03507848973029847,0.0017471487503033245,0.8064825819243842,0.34662971637703455,0.8255082489593152,0.700069042166363,0.07934065744396826,0.7177024090410299,0.7988630513279972,0.40514182698841994,0.8531500920092323,0.7708928736191855,0.014363316907772948
ORB+SIFT,0,0.49094727185857623,0.2100743486626087,252171,140989,92555,0.367032688136225,0.6564696536609239,52.758547287932466,22.070626971485265,0.41833272722680725,31.0,111.0786361694336,36,53.17021020012732,1.007802771936615,344299,804.8260869565217,402.0854389169495,0.6618491458231207,1.0131484542004832,0.3711741842598728,0.695669628201276,1.8742403370225011,6.253744482910406,10.846662950572481,0.7709470044838205,3.0646749374983413,0.08451011416856022,0.004213710766571228,0.7673589112416476,0.4026025730982079,0.7188265993388686,0.6908516416756707,0.09433643695359684,0.4543088166507895,0.8846163548369326,0.6035026070568645,0.8499412354991506,0.47236643838120995,0.22267866085799473
ORB+BRIEF,0,0.49094727185857623,0.2100743486626087,254959,140989,83772,0.32857047603732364,0.5941740135755271,54.138052151598046,19.445744913236176,0.3591881152056221,31.0,111.0786361694336,36,54.17356398373946,1.0006559495720677,344299,728.4521739130435,393.69905177030756,0.5548498659153934,1.0316831394098605,0.13423206338719137,0.27044979292888566,2.0147927857502665,5.599923909334442,9.789490009994559,0.8886859571217113,3.018930303519364,0.06719119544711111,0.003998949529675787,0.7016242817476761,0.37722561767547563,0.7124965084238313,0.661230024092679,0.08955499282258869,0.4903290020666068,0.8119106181714878,0.5658485735822358,0.8650164271613595,0.580528335787151,-0.038776696253639706
ORB+DAISY,0,0.49094727185857623,0.2100743486626087,233776,140989,84831,0.36287300663883376,0.6016852378554355,54.03972446556234,20.773818758918363,0.3844175551294087,31.0,111.0786361694336,36,54.32150735093004,1.0052143656940233,344299,737.6608695652174,395.42744922329786,0.6393292249424424,1.0354587361222058,0.020097762828710564,0.020176178259556976,1.003901699483407,6.2432499486688116,10.768919059228198,1.0553453336634013,3.6623713702906042,0.0825876052289371,0.006106258325376337,0.7269504803253868,0.4119126270805129,0.7457280322703405,0.6066117693382003,0.09264284044147025,0.4424833025924575,0.8711774467842918,0.6997765765364113,0.8989366540930817,0.7016339652072379,-0.10169810951739401
ORB+FREAK,0,0.4581498622313554,0.21993970408971517,139404,73272,54451,0.39059854810478895,0.7431351675947155,45.51277915581286,14.194187734312148,0.3118725772758985,31.0,111.0786361694336,36,47.03781229393867,1.033507800806997,193541,473.4869565217391,300.69988982856506,0.5841364756654054,1.0126198241883657,0.32353405623189285,0.6139837880886744,1.8977408290167816,4.451622622019454,8.70746042348198,0.5763530513672843,2.452087431634814,0.04824108346962785,0.002387467631448458,0.8707447036360154,0.4274231536484769,0.7988785778082873,0.812789606063886,0.11204008241453745,0.5443004181549213,0.8959036052054199,0.6340101401510365,0.9010582289152785,0.5845075285115948,0.03510916602667959
SIFT+BRISK,0,0.27283302193102094,0.17757763488750797,257534,77740,48655,0.18892651067431873,0.6258682788783123,5.499037821538467,7.1193151670080255,1.29464742706866,1.7983053922653198,439.5990753173828,229720,6.946445328999908,1.2632110479022856,340059,423.0869565217391,305.4007649321986,0.5201927838150584,0.9758603582584602,0.25522995246030683,0.6396904555209569,2.5063298776441263,4.591160778770958,8.736577316037392,0.20674134210255884,1.471486879876458,0.049387653669030106,0.0007399034015003596,0.6835163639296846,0.25847725795407733,0.6192296557671707,0.6710215762776955,0.0754674139201556,0.516555432687328,0.919260849382187,0.6855196813531205,0.916076635588163,0.5210601607534959,0.005233951318017359
SIFT+SIFT,0,0.27175587383890226,0.17722924196958437,257846,77518,63097,0.24470808156806775,0.813965788591037,5.6750049109781555,7.738204944722895,1.3635591626984376,1.7983146905899048,439.5990753173828,238935,7.00609696722107,1.2345534633226396,340725,548.6695652173913,326.76314309055675,0.5086534499354445,1.0002068960028885,0.4893938256997474,0.95797570489562,1.957474031320037,3.930830805984968,8.399781983923466,0.06323597001442224,0.7373370456024384,0.043235109328824184,0.0001901833684644278,0.711608083170338,0.324190326389285,0.7828390420658068,0.6916727310250383,0.09237806770037801,0.7802800287653451,0.9751445091233493,0.8013442101377156,0.9683106708545909,0.5740242217218201,0.03490549743776016
SIFT+BRIEF,0,0.2746904793276995,0.17773517570830186,256180,77973,56801,0.22172300726051994,0.7284701114488349,5.77611507361695,7.544970028432389,1.306236100263113,1.7998549938201904,275.48390197753906,229654,6.231566444109389,1.0788508131655417,339222,493.9217391304348,333.7157641864415,0.48641124422829,0.9997812339425433,0.17845652313113156,0.45621271821054454,2.5564362131795826,4.714880162385822,8.911473400804235,0.20663368602665447,1.5845159085266256,0.05208447185572644,0.0010387141071460009,0.6381240634320876,0.30545386764039256,0.6648764029828318,0.6572352059461867,0.10328614153067069,0.6343680867659792,0.9138314352147956,0.8074819492547891,0.9362435843965022,0.5436284507055111,-0.016013178157924485
SIFT+DAISY,0,0.27175587383890226,0.17722924196958437,229655,77518,55544,0.24185843983366354,0.7165303542403054,5.716204953662653,8.42385104537376,1.4736789729654787,1.7984477281570435,275.48390197753906,203786,6.511366947596842,1.1391066276279491,340725,482.9913043478261,326.7086854397614,0.5455545228443087,1.0072075619195742,0.0200896459122986,0.020184524306285458,1.004722750933543,5.975406588143084,10.668142598073269,0.40191559844447644,2.635010750230415,0.08025516535673075,0.0032586778049834364,0.6108249520341325,0.3235390177713811,0.6343898342252358,0.48343769906078365,0.09733027531001409,0.39649221559211284,0.9200572417418169,0.8678659037968525,0.9563659586712489,0.4974472333329706,-0.09123091655356513
SIFT+FREAK,0,0.27156217984305925,0.17795852481175148,251860,77106,48850,0.193956960215993,0.6335434337146266,5.2055217295939515,6.067592103507526,1.1656069110253853,1.8006306290626526,439.5990753173828,224906,6.471339022511714,1.2431681892175102,339031,424.7826086956522,298.4943021117735,0.5355933622469214,0.9820003122086187,0.22112898655062854,0.5452635896867023,2.465816889012249,4.9209243230366075,9.162852719690934,0.27717502558853635,1.7895011121452575,0.05545938219645835,0.0013306038894575231,0.6393014253351046,0.2609964041897657,0.5840047192715112,0.5825685733488648,0.07878391384039442,0.4393086975359844,0.8913658529936326,0.6838612543703037,0.8989879239815735,0.4236602653727614,0.0321159432784325
SIFT 3.2*+BRISK,0,0.334892053962979,0.17737654378744516,235646,88255,54630,0.23183079704302215,0.619001756274432,9.040939903121778,8.623234091051081,0.9537984085120988,3.595988392829895,442.3852844238281,211825,10.204802221892278,1.1287324472059177,314477,475.04347826086956,283.0273113662462,0.5824403918827962,0.9980048152816177,0.25584839255653335,0.6236070352031592,2.437408454951947,4.314887585615712,8.37519229043641,0.23507230459454512,1.6152372653806077,0.04415097222104343,0.0009152480322167307,0.7520677572970378,0.30773277121674203,0.732682779471517,0.6743525548669673,0.08047930066182832,0.5673817157856992,0.9324110748072824,0.6743958428077372,0.9364813796373772,0.5832924504453014,0.07981524879675457
SIFT 3.2*+SIFT 3.2*,0,0.3355921116907646,0.17705623393760617,241659,89288,75026,0.31046226294075535,0.8402696890959591,9.503496039142073,10.25630306521909,1.0792136938844852,3.593386650085449,442.3852844238281,223487,10.471132974574044,1.1018190496893525,317218,652.4,318.6887482495571,0.5108098134703847,1.0218215116322285,0.5243116004208647,0.9592169794604576,1.8294788417622165,3.4493066676598017,7.756337465913953,0.05840641910804255,0.6598054677638554,0.03569906355649903,0.00015994455255511424,0.8316086372307538,0.4016811336623291,0.8733549796732241,0.7870218344769668,0.10866593920010549,0.8321182484357975,0.9835708400014408,0.8397023528060422,0.9738736935771195,0.6264797610224898,0.02660922659135922
SIFT 3.2*+BRIEF,0,0.3367710047893289,0.17719113950669352,237824,88049,62847,0.26425844321851455,0.7137730127542619,9.618605151868238,9.857252466533398,1.0248110106296242,3.595988392829895,442.3852844238281,215125,9.34350612303453,0.9713992804060291,312582,546.4956521739131,317.53625945402354,0.5093144072724947,1.0171724224227254,0.19545039687014748,0.4634164614685499,2.371018268008085,4.202548943756728,8.307830047127831,0.20874504749630055,1.4604130372294304,0.04340604817007535,0.0006842013143029898,0.7138577302640451,0.3584281580935505,0.7386788429896493,0.6924517921214158,0.10835935417289637,0.6497181125172786,0.9084149826567541,0.7889483425202993,0.9306343766965578,0.5502205698099868,0.009379015229044938
SIFT 3.2*+DAISY,0,0.3355921116907646,0.17705623393760617,220387,89288,60997,0.27677222340700675,0.6831489113878685,9.634617583123585,11.201032708993019,1.162581971972944,3.595988392829895,442.3852844238281,198188,9.792289771275327,1.0163651734790105,317218,530.408695652174,310.44399888888944,0.5646318046256847,1.0326974578300412,0.020087057039293706,0.02016862135236882,1.0040605407211,5.33297336049767,9.941773158922835,0.42411921897798255,2.607877218760104,0.06730433283269885,0.003295244028394839,0.6476360776613723,0.3656596327742878,0.6973517393914986,0.4317965110135491,0.10209941698812172,0.3873419219738597,0.8992637893875486,0.8493496876858583,0.9481514931868998,0.41426048033339596,-0.1641774498586502
SIFT 3.2*+FREAK,0,0.3319476131742879,0.17745299725522448,230358,86331,54468,0.23644935274659443,0.6309205268096049,8.496763247954425,7.105412146694349,0.8362492797954516,3.5930954217910767,442.3852844238281,207082,9.557686744163835,1.1248620757398207,310516,473.6347826086957,275.59590236225534,0.5794622295670099,1.0074699002233574,0.2039614656856524,0.49128023025918716,2.4086914094663032,4.475746446834926,8.654091315735677,0.28317544246162885,1.8464018883915345,0.04781253527118659,0.0012484394506866417,0.7335035048799352,0.3134912813297385,0.7156672167455363,0.6536882482299197,0.08590380849005214,0.5046967336951194,0.9214681143208667,0.685616668568254,0.9238543819256813,0.5595228825763501,0.08435707784134733
